,ID,Дата,Цена,Район,Залог,Комиссия,Предоплата,Срок аренды,Общая площадь,Год постройки
0,292731391,30 09 23:15,38000,Выборгский,38000,0.66,1 месяц,несколько месяцев,28,2019
1,283791063,30 09 09:07,36990,Выборгский,30000,0,1 месяц,от года,28,
2,244958937,30 09 08:19,31990,Выборгский,30000,0,1 месяц,несколько месяцев,28,
3,293084840,29 08 22:19,90000,Центральный,90000,1.0,1 месяц,от года,68,2014
4,286572977,01 10 11:12,35000,Центральный,25000,0,1 месяц,от года,19,1873
5,276849795,28 08 16:21,54000,Центральный,45000,0,1 месяц,несколько месяцев,26,2020
6,291899980,28 08 16:30,46000,Центральный,45000,0,1 месяц,от года,26,2020
7,279245414,01 10 09:34,35000,Центральный,34900,0,1 месяц,несколько месяцев,30,1846
8,289912260,26 08 18:01,38000,Фрунзенский,38000,0,,несколько месяцев,24.5,
9,289246979,26 08 17:46,35000,Фрунзенский,35000,0,,несколько месяцев,19,
10,289916991,26 08 16:21,38000,Фрунзенский,38000,0,,несколько месяцев,24.5,
11,289246978,26 08 17:46,33000,Фрунзенский,33000,0,,несколько месяцев,16,
12,289916999,26 08 16:22,40000,Фрунзенский,40000,0,,несколько месяцев,24,
13,289246981,26 08 16:22,40000,Фрунзенский,40000,0,,несколько месяцев,24,
14,289912318,26 08 16:22,54000,Фрунзенский,54000,0,,несколько месяцев,33,
15,289912270,26 08 16:21,33000,Фрунзенский,33000,0,,несколько месяцев,16,
16,291401746,29 08 11:45,27500,Центральный,10000,0.1,1 месяц,от года,14,1896
17,289912303,26 08 16:22,50000,Фрунзенский,50000,0,,несколько месяцев,35,
18,289912296,26 08 16:21,44000,Фрунзенский,44000,0,,несколько месяцев,26,
19,289912289,26 08 16:21,43000,Фрунзенский,43000,0,,несколько месяцев,29,
20,293020468,30 09 03:11,150000,Петроградский,150000,0.5,1 месяц,от года,73,2019
21,292665884,21 08 23:24,250000,Центральный,250000,0.5,1 месяц,от года,232,1904
22,292631655,28 08 16:22,170000,Петроградский,170000,0.5,1 месяц,от года,114,2010
23,292047810,22 08 17:56,250000,Центральный,250000,0.5,1 месяц,от года,232,1904
24,263963252,01 10 09:30,36000,Центральный,36000,0,1 месяц,несколько месяцев,36,1846
25,293170648,30 09 13:24,40000,Приморский,40000,1.0,1 месяц,от года,66,2018
26,292447097,12 08 14:50,45000,Центральный,45000,1.0,1 месяц,от года,28,1874
27,293043963,01 10 12:18,150000,Центральный,150000,0.4,1 месяц,от года,90,2013
28,291165128,18 08 10:45,190000,Центральный,190000,0.25,1 месяц,от года,130,2013
29,291494765,29 08 20:41,90000,Центральный,90000,0.5,1 месяц,от года,56,1929
30,290968329,12 08 16:40,300000,Петроградский,300000,1.0,,от года,190.2,2007
31,293182269,30 09 22:22,30000,Приморский,30000,0,1 месяц,от года,21,2020
32,290237593,28 08 16:22,330000,Петроградский,330000,0.5,1 месяц,от года,205,2008
33,290096475,22 08 17:35,190000,Центральный,190000,0.5,1 месяц,от года,130.6,2013
34,293052310,30 09 22:18,115000,Московский,115000,0.5,1 месяц,от года,110.2,2009
35,283340074,24 08 13:23,30000,Центральный,35000,0,1 месяц,несколько месяцев,12,
36,293177611,01 10 11:38,27000,Приморский,,0.4,1 месяц,от года,23.7,2020
37,293170652,30 09 13:24,110000,Петроградский,110000,0.5,1 месяц,от года,67,2020
38,291463458,28 08 14:10,20900,Приморский,20900,0.4,1 месяц,от года,35.9,2019
39,292935644,28 08 14:11,18500,Выборгский,,0.4,1 месяц,от года,31.9,1977
40,292880607,30 09 21:40,80000,Адмиралтейский,80000,0,1 месяц,от года,52,
41,292090052,21 08 12:02,38500,Московский,,0.4,1 месяц,от года,36.6,
42,291463462,21 08 12:02,41900,Выборгский,,0.4,1 месяц,от года,57.2,1977
43,289349728,22 08 16:07,90000,Центральный,90000,0.75,1 месяц,от года,60,1822
44,292402804,28 08 14:11,38000,Приморский,,0.4,1 месяц,от года,39,2020
45,292432694,28 08 16:18,100000,Курортный,100000,0.5,1 месяц,от года,103,
46,290460130,22 08 17:38,500000,Петроградский,500000,0.5,1 месяц,от года,140,2005
47,291463464,21 08 12:02,40900,Фрунзенский,,0.3,1 месяц,от года,37.2,2020
48,292717247,30 09 10:06,150000,Центральный,150000,1.0,1 месяц,от года,78,1798
49,292935650,27 08 21:03,36800,Невский,,0.4,1 месяц,от года,45.6,2014
50,292368250,30 09 13:51,100000,Курортный,100000,0.5,1 месяц,от года,103,
51,292776820,28 08 16:19,750000,Петроградский,1125000,0.5,1 месяц,от года,155,2017
52,292846176,28 08 13:51,180000,Центральный,180000,0.5,1 месяц,от года,91,2018
53,292238186,29 08 14:40,70000,Центральный,60000,0,1 месяц,от года,59,1880
54,293078595,28 08 13:48,59990,Приморский,59990,1.0,1 месяц,от года,55,2015
55,291014094,29 08 14:56,130000,Петроградский,65000,0.5,1 месяц,несколько месяцев,72,1951
56,292731393,30 09 18:26,68000,Красногвардейский,68000,0.5,1 месяц,от года,44,2019
57,287545082,28 08 16:19,55000,Центральный,60000,0.5,1 месяц,от года,27,2020
58,292750680,28 08 16:20,90000,Центральный,90000,1.0,1 месяц,от года,56,1777
59,292134624,22 08 17:35,430000,Петроградский,430000,0.5,1 месяц,от года,170,
60,291186288,22 08 17:37,150000,Центральный,150000,1.0,1 месяц,от года,75,2016
61,292550759,29 08 13:34,80000,Центральный,80000,0.5,1 месяц,от года,50,2014
62,290717303,22 08 17:35,120000,Центральный,120000,0.5,1 месяц,от года,122.6,2009
63,293026808,28 08 16:16,120000,Центральный,120000,0.5,1 месяц,от года,70,
64,277777673,30 09 15:37,65000,Невский,68000,0,1 месяц,от года,72,1986
65,291404072,28 08 16:19,180000,Курортный,180000,0.5,1 месяц,от года,120,
66,292839221,29 08 11:46,180000,Центральный,180000,0.5,1 месяц,от года,91,2018
67,293077327,30 09 13:06,80000,Петроградский,80000,0.5,1 месяц,от года,46,2019
68,292235940,29 08 14:45,60000,Центральный,50000,0,1 месяц,от года,60,1890
69,290459776,28 08 16:22,200000,Петроградский,200000,0.25,2 месяца,от года,138,2007
70,292240916,28 08 21:30,65000,Центральный,50000,0,1 месяц,от года,75,1890
71,292839663,30 09 11:21,180000,Центральный,180000,0.5,1 месяц,от года,91,2018
72,292877398,29 08 19:34,135000,Петроградский,135000,0.5,1 месяц,от года,74,1909
73,292238536,29 08 14:45,80000,Центральный,65000,0,1 месяц,от года,103,1833
74,292240151,29 08 14:41,75000,Центральный,60000,0,1 месяц,от года,75,1910
75,292413843,28 08 16:17,68000,Центральный,35000,0.5,1 месяц,от года,45,1869
76,290148583,28 08 16:19,190000,Центральный,190000,0.25,1 месяц,от года,130,2013
77,284500718,22 08 17:33,120000,Центральный,120000,0.5,1 месяц,от года,65,1828
78,291967212,27 08 15:55,72000,Адмиралтейский,90000,0,1 месяц,от года,47,2022
79,291056278,28 08 16:19,45000,Петроградский,40000,0.5,1 месяц,от года,26.5,
80,292321561,22 08 17:38,160000,Выборгский,160000,0.5,1 месяц,от года,75,2008
81,290028729,29 08 17:29,80000,Курортный,80000,0.5,,от года,80,2017
82,290453285,28 08 16:22,65000,Московский,65000,0.5,1 месяц,от года,47,2021
83,288859063,28 08 16:19,75000,Московский,75000,0.25,1 месяц,от года,71,1953
84,288859063,28 08 16:19,75000,Московский,75000,0.25,1 месяц,от года,71,1953
85,290028729,29 08 17:29,80000,Курортный,80000,0.5,,от года,80,2017
86,291968755,22 08 17:34,85000,Красногвардейский,85000,0.5,1 месяц,от года,68,
87,292154588,28 08 16:19,85000,Василеостровский,85000,0.25,1 месяц,от года,80,2015
88,291377740,28 08 16:19,100000,Московский,100000,0.5,1 месяц,от года,61.1,1985
89,292138116,28 08 16:21,110000,Петроградский,110000,0.5,1 месяц,от года,66,2020
90,284500718,22 08 17:33,120000,Центральный,120000,0.5,1 месяц,от года,65,1828
91,287545169,28 08 16:21,130000,Василеостровский,130000,0,1 месяц,от года,69,
92,291632902,22 08 17:38,150000,Центральный,150000,0.5,1 месяц,от года,85,
93,292582736,22 08 17:34,160000,Московский,160000,0.5,1 месяц,от года,115,2013
94,292321561,22 08 17:38,160000,Выборгский,160000,0.5,1 месяц,от года,75,2008
95,289491055,28 08 16:20,215000,Петроградский,215000,0.5,1 месяц,от года,95,2007
96,292985414,28 08 16:16,210000,Приморский,210000,0.5,1 месяц,от года,102,
97,292934878,28 08 16:20,400000,Петроградский,400000,0.5,1 месяц,от года,120,2018
98,292976915,28 08 16:17,30000,Кировский,18000,0.5,1 месяц,от года,23,
99,292882203,28 08 16:17,33000,Кировский,16500,0.5,1 месяц,несколько месяцев,25,
100,292539328,28 08 16:40,35000,Пушкинский,35000,0,2 месяца,от года,36.3,1975
101,293079076,30 09 10:43,38000,Василеостровский,40000,0,1 месяц,от года,28.4,2023
102,293181123,01 10 09:34,39000,Калининский,25000,0,1 месяц,от года,31.6,1961
103,291066409,28 08 16:21,40000,Выборгский,25000,0.5,1 месяц,от года,29,
104,293031536,29 08 19:34,50000,Московский,50000,1.0,1 месяц,от года,38,2018
105,292798753,28 08 16:16,60000,Приморский,60000,1.0,1 месяц,от года,55,2013
106,292932192,30 09 14:04,65000,Выборгский,32500,0.5,1 месяц,несколько месяцев,40,2022
107,293073593,29 08 20:52,65000,Адмиралтейский,65000,0.5,1 месяц,от года,46,1912
108,292279095,30 09 16:15,70000,Центральный,70000,0.36,1 месяц,от года,72.9,1822
109,292807955,28 08 16:19,70000,Адмиралтейский,70000,0.5,1 месяц,от года,55,1856
110,292317249,28 08 16:20,79000,Василеостровский,79000,0.5,1 месяц,от года,30,
111,292057725,28 08 16:20,85000,Красногвардейский,85000,0.5,1 месяц,от года,68,2019
112,281081977,25 08 13:15,350000,Центральный,350000,0.5,1 месяц,от года,220,1870
113,292458903,01 10 11:06,750000,Петроградский,1125000,0.5,1 месяц,от года,155,2017
114,292317249,28 08 16:20,79000,Василеостровский,79000,0.5,1 месяц,от года,30,
115,292501946,01 10 11:06,100000,Василеостровский,100000,0.5,1 месяц,от года,73.8,
116,292242655,22 08 17:38,169000,Центральный,169000,0.5,1 месяц,от года,155,1900
117,292328070,20 08 15:03,300000,Центральный,300000,0.5,1 месяц,от года,197,1792
118,292317247,28 08 16:20,120000,Кировский,120000,0.5,1 месяц,от года,75,2022
119,292057725,28 08 16:20,85000,Красногвардейский,85000,0.5,1 месяц,от года,68,2019
120,290471799,22 08 17:38,120000,Красногвардейский,120000,0.5,1 месяц,от года,150,2001
121,292534968,30 09 10:24,280000,Центральный,280000,1.0,1 месяц,от года,160,2013
122,293189073,01 10 11:04,60000,Фрунзенский,60000,0.5,1 месяц,от года,67,2020
123,292769557,28 08 15:21,40000,Центральный,40000,0.5,1 месяц,от года,26,2020
124,292404632,29 08 17:04,220000,Петроградский,220000,1.0,1 месяц,от года,58.8,2021
125,292940316,28 08 10:13,48000,Фрунзенский,24000,0.5,1 месяц,несколько месяцев,64,1903
126,292771131,30 09 10:38,350000,Адмиралтейский,350000,1.0,1 месяц,от года,270,1880
127,268986769,29 08 17:23,30000,Центральный,3000,0,1 месяц,несколько месяцев,18,1889
128,293025009,27 08 11:57,26000,Калининский,26000,0.5,1 месяц,от года,41,2006
129,229681332,27 08 14:44,70000,Адмиралтейский,70000,0.2,1 месяц,от года,100,1808
130,274744322,30 09 15:33,24000,Кировский,24000,1.0,1 месяц,от года,35,1973
131,292881883,30 09 12:13,50000,Центральный,50000,0.5,1 месяц,от года,90,1870
132,244605739,29 08 22:17,65000,Адмиралтейский,65000,0,1 месяц,несколько месяцев,95,1874
133,293041074,27 08 17:53,40000,Калининский,40000,0.6,1 месяц,от года,46,1968
134,278679087,29 08 22:17,65000,Центральный,65000,0,1 месяц,несколько месяцев,75,1913
135,229450740,29 08 22:18,75000,Центральный,75000,0,1 месяц,несколько месяцев,120,1903
136,292666591,30 09 15:46,60000,Центральный,60000,0.5,1 месяц,от года,75,1965
137,293127135,30 09 15:33,24000,Невский,24000,0.9,1 месяц,от года,36,2023
138,292198308,22 08 17:35,130000,Центральный,130000,1.0,1 месяц,от года,100,2005
139,291765488,29 08 17:04,180000,Петроградский,180000,1.0,1 месяц,от года,140,2006
140,229182243,29 08 22:17,65000,Адмиралтейский,65000,0,1 месяц,несколько месяцев,95,1874
141,292189437,29 08 22:17,72000,Центральный,72000,0,1 месяц,от года,82,1870
142,292805677,22 08 17:34,130000,Петроградский,130000,1.0,1 месяц,от года,75.2,2018
143,291022992,16 08 23:56,160000,Центральный,160000,0.5,1 месяц,от года,101.3,2006
144,292405215,22 08 17:34,180000,Центральный,180000,0.5,1 месяц,от года,137,2009
145,291367817,29 08 13:11,63000,Василеостровский,65000,0.5,1 месяц,от года,49,2018
146,292630021,30 09 15:33,50000,Московский,50000,1.0,1 месяц,от года,59.2,2019
147,292211730,21 08 22:22,60000,Адмиралтейский,60000,0.25,1 месяц,от года,65.6,1857
148,292412039,22 08 17:36,180000,Центральный,180000,1.0,1 месяц,от года,118,2018
149,290928063,28 08 17:14,330000,Петроградский,330000,0.5,1 месяц,от года,120,2016
150,270405289,30 09 03:20,50000,Выборгский,50000,0,1 месяц,от года,45,2010
151,292731800,26 08 15:03,110000,Центральный,110000,0.5,1 месяц,от года,70,1914
152,287585316,26 08 16:19,350000,Петроградский,350000,0.5,1 месяц,от года,175,2012
153,292538661,30 09 10:24,130000,Центральный,130000,0.5,1 месяц,от года,85,2016
154,229156925,29 08 22:17,70000,Центральный,50000,0,1 месяц,несколько месяцев,78,1848
155,291607919,30 09 10:24,145000,Василеостровский,145000,1.0,1 месяц,от года,128,2018
156,292193497,26 08 14:31,230000,Василеостровский,250000,0.3,1 месяц,от года,146.2,2015
157,292496188,22 08 17:37,70000,Приморский,70000,0.5,1 месяц,от года,90,2012
158,292846532,22 08 17:36,250000,Центральный,250000,0.5,1 месяц,от года,172,2013
159,292768373,30 09 10:24,120000,Центральный,120000,1.0,1 месяц,от года,92,1870
160,292496185,22 08 17:35,59000,Центральный,59000,0.5,1 месяц,от года,42.6,2019
161,293135769,30 09 15:33,60000,Московский,60000,0.8,1 месяц,от года,80,2014
162,272556255,30 09 13:06,50000,Центральный,50000,0.6,1 месяц,от года,50,2014
163,293032697,01 10 11:06,90000,Центральный,90000,1.0,1 месяц,от года,80,1850
164,293129754,30 09 18:19,35000,Выборгский,35000,0.5,1 месяц,от года,40,2013
165,292654721,28 08 13:52,170000,Петроградский,170000,0.5,1 месяц,от года,114,2010
166,278261833,29 08 22:17,57000,Центральный,57000,0,1 месяц,несколько месяцев,42,1937
167,293126834,30 09 12:39,50000,Центральный,50000,0.6,1 месяц,от года,65,1902
168,292666591,30 09 15:46,60000,Центральный,60000,0.5,1 месяц,от года,75,1965
169,290948022,30 09 22:33,55000,Центральный,55000,0.8,1 месяц,от года,65,1849
170,278261833,29 08 22:17,57000,Центральный,57000,0,1 месяц,несколько месяцев,42,1937
171,292969602,30 09 14:23,60000,Выборгский,55000,0.7,,от года,41,2021
172,292211730,21 08 22:22,60000,Адмиралтейский,60000,0.25,1 месяц,от года,65.6,1857
173,292969620,30 09 18:12,65000,Приморский,75000,0.8,,от года,36.6,2022
174,293189073,01 10 11:04,60000,Фрунзенский,60000,0.5,1 месяц,от года,67,2020
175,293135769,30 09 15:33,60000,Московский,60000,0.8,1 месяц,от года,80,2014
176,291367817,29 08 13:11,63000,Василеостровский,65000,0.5,1 месяц,от года,49,2018
177,292496185,22 08 17:35,59000,Центральный,59000,0.5,1 месяц,от года,42.6,2019
178,279638216,25 08 19:34,70000,Курортный,70000,1.0,1 месяц,несколько месяцев,56,
179,291664946,01 10 09:31,65000,Центральный,75000,0.5,1 месяц,от года,38,2020
180,229681332,27 08 14:44,70000,Адмиралтейский,70000,0.2,1 месяц,от года,100,1808
181,279639801,29 08 22:24,65000,Московский,65000,0,1 месяц,от года,65,2011
182,229175356,29 08 22:17,65000,Адмиралтейский,65000,0,1 месяц,несколько месяцев,100,1874
183,229182243,29 08 22:17,65000,Адмиралтейский,65000,0,1 месяц,несколько месяцев,95,1874
184,244605739,29 08 22:17,65000,Адмиралтейский,65000,0,1 месяц,несколько месяцев,95,1874
185,293141190,29 08 17:50,65000,Приморский,65000,0,1 месяц,от года,80,1976
186,255547644,29 08 15:24,74900,Центральный,75000,0,1 месяц,от года,65.5,1917
187,287997197,30 09 19:26,75000,Приморский,75000,0,1 месяц,несколько месяцев,47,2017
188,293112634,29 08 09:01,70000,Адмиралтейский,70000,0.4,1 месяц,от года,40,2022
189,292496188,22 08 17:37,70000,Приморский,70000,0.5,1 месяц,от года,90,2012
190,280863371,28 08 15:36,70000,Центральный,70000,0.8,1 месяц,от года,85,1849
191,229156925,29 08 22:17,70000,Центральный,50000,0,1 месяц,несколько месяцев,78,1848
192,278679087,29 08 22:17,65000,Центральный,65000,0,1 месяц,несколько месяцев,75,1913
193,273041436,28 08 16:48,75000,Центральный,,0,1 месяц,несколько месяцев,65,1731
194,292189437,29 08 22:17,72000,Центральный,72000,0,1 месяц,от года,82,1870
195,229450740,29 08 22:18,75000,Центральный,75000,0,1 месяц,несколько месяцев,120,1903
196,292090052,21 08 12:02,38500,Московский,,0.4,1 месяц,от года,36.6,
197,293176196,30 09 17:18,70000,Центральный,70000,0.35,1 месяц,от года,75,1881
198,293033076,27 08 14:38,70000,Выборгский,40000,0,1 месяц,несколько месяцев,42,2022
199,258959311,29 08 15:07,40000,Московский,40000,0,1 месяц,от года,50,1978
200,293101393,28 08 22:14,26000,Красносельский,26000,0.5,1 месяц,от года,24,2016
201,293170794,30 09 14:39,100000,Центральный,100000,0,1 месяц,от года,71.7,1838
202,227666988,28 08 09:43,33000,Адмиралтейский,25000,0,1 месяц,несколько месяцев,18,1917
203,293041074,27 08 17:53,40000,Калининский,40000,0.6,1 месяц,от года,46,1968
204,293149718,29 08 21:22,35000,Фрунзенский,35000,0.6,1 месяц,от года,28,2022
205,292989361,30 09 14:32,19000,Красногвардейский,19000,0.7,1 месяц,от года,34,2023
206,293177617,30 09 18:05,55000,Центральный,55000,0.5,1 месяц,от года,52,1864
207,289155138,30 09 08:22,36000,Приморский,36000,0,1 месяц,от года,36,2020
208,240518195,30 09 13:53,65000,Выборгский,65000,0,1 месяц,от года,55,2019
209,231029745,26 08 13:19,40000,Приморский,40000,0.5,1 месяц,от года,43,2006
210,292880607,30 09 21:40,80000,Адмиралтейский,80000,0,1 месяц,от года,52,
211,293078595,28 08 13:48,59990,Приморский,59990,1.0,1 месяц,от года,55,2015
212,292999183,30 09 12:03,40000,Калининский,40000,0.6,1 месяц,от года,38.7,2019
213,292478615,18 08 14:29,20000,Колпинский,10000,0.7,1 месяц,от года,32,1980
214,291898453,10 08 17:39,20000,Красногвардейский,20000,0.4,1 месяц,от года,20,2023
215,293043963,01 10 12:18,150000,Центральный,150000,0.4,1 месяц,от года,90,2013
216,292676573,28 08 10:16,40000,Адмиралтейский,40000,0.4,1 месяц,несколько месяцев,45,1880
217,292976915,28 08 16:17,30000,Кировский,18000,0.5,1 месяц,от года,23,
218,293025633,30 09 10:36,25000,Адмиралтейский,10000,0.35,1 месяц,от года,17,1917
219,263105016,01 10 09:41,60000,Петроградский,54000,0.4,1 месяц,несколько месяцев,50,2014
220,292906864,28 08 20:23,42000,Василеостровский,42000,0.6,1 месяц,от года,45.6,2018
221,292731393,30 09 18:26,68000,Красногвардейский,68000,0.5,1 месяц,от года,44,2019
222,291060422,28 08 16:23,40000,Выборгский,25000,0.5,1 месяц,от года,40,2019
223,292653367,18 08 11:50,18000,Выборгский,18000,1.0,1 месяц,от года,36.2,2010
224,285931916,01 10 11:49,50000,Фрунзенский,50000,0,1 месяц,от года,33,2020
225,290948022,30 09 22:33,55000,Центральный,55000,0.8,1 месяц,от года,65,1849
226,245728957,30 09 10:54,47000,Петроградский,47000,0,1 месяц,от года,50,1910
227,242634687,27 08 12:26,95000,Центральный,95000,0,1 месяц,от года,60,1879
228,255547644,29 08 15:24,74900,Центральный,75000,0,1 месяц,от года,65.5,1917
229,292272810,30 09 12:23,45000,Московский,45000,0,1 месяц,от года,38,2018
230,276626377,28 08 14:12,40000,Приморский,21900,0,1 месяц,несколько месяцев,24,
231,277869367,29 08 19:28,31000,Московский,31000,0,1 месяц,несколько месяцев,24,
232,278219909,30 09 15:06,43000,Московский,43000,0,1 месяц,несколько месяцев,32,1963
233,278538000,29 08 11:46,34000,Приморский,19500,0,1 месяц,от года,18,
234,292884898,01 10 09:32,35000,Приморский,35000,0.5,1 месяц,от года,26,
235,293153565,30 09 18:24,30000,Красногвардейский,30000,0,1 месяц,от года,28,2017
236,292271475,30 09 12:23,30000,Московский,32000,0,1 месяц,несколько месяцев,28,2020
237,279639801,29 08 22:24,65000,Московский,65000,0,1 месяц,от года,65,2011
238,225639537,30 09 17:58,50000,Фрунзенский,50000,0,1 месяц,от года,69,
239,290454937,29 08 14:17,43000,Выборгский,43000,0,1 месяц,от года,45,2021
240,289206993,29 08 16:48,50000,Курортный,50000,0,1 месяц,несколько месяцев,20,
241,293141190,29 08 17:50,65000,Приморский,65000,0,1 месяц,от года,80,1976
242,278171788,27 08 22:06,90000,Центральный,100000,0.5,1 месяц,от года,133,1901
243,291664946,01 10 09:31,65000,Центральный,75000,0.5,1 месяц,от года,38,2020
244,292626955,01 10 11:29,49000,Приморский,49000,0.5,1 месяц,от года,64,2002
245,279285643,25 08 08:29,50000,Фрунзенский,50000,1.0,1 месяц,от года,40,
246,292810035,28 08 20:32,40000,Красногвардейский,40000,0.5,1 месяц,несколько месяцев,32,1959
247,280545385,01 10 08:55,46000,Адмиралтейский,40000,0.4,1 месяц,несколько месяцев,48,2018
248,290834871,30 09 12:21,50000,Московский,50000,1.0,1 месяц,от года,47,2011
249,293042602,30 09 10:24,60000,Московский,60000,1.0,1 месяц,от года,50,1968
250,291314633,18 08 10:51,180000,Московский,180000,0.5,1 месяц,от года,155,2010
251,293134933,29 08 16:14,35000,Фрунзенский,35000,0.5,1 месяц,от года,70,1984
252,293204428,01 10 11:12,33000,Красногвардейский,33000,0.5,1 месяц,от года,45,1961
253,293176274,30 09 17:09,40000,Выборгский,5000,0.8,1 месяц,от года,54,
254,292940316,28 08 10:13,48000,Фрунзенский,24000,0.5,1 месяц,несколько месяцев,64,1903
255,292404632,29 08 17:04,220000,Петроградский,220000,1.0,1 месяц,от года,58.8,2021
256,284500718,22 08 17:33,120000,Центральный,120000,0.5,1 месяц,от года,65,1828
257,279573352,28 08 12:34,20000,Красносельский,20000,1.0,1 месяц,от года,26.2,2022
258,290602121,25 08 16:34,80000,Центральный,80000,0.7,1 месяц,от года,70,2002
259,278219909,30 09 15:06,43000,Московский,43000,0,1 месяц,несколько месяцев,32,1963
260,293150412,29 08 21:45,24000,Приморский,24000,0.5,1 месяц,от года,20,2022
261,277717681,30 09 12:14,110000,Петроградский,110000,0,1 месяц,от года,78,2021
262,292882108,30 09 20:27,40000,Невский,40000,0.5,1 месяц,от года,40,2014
263,293140354,29 08 23:15,45000,Московский,45000,0.7,1 месяц,от года,44,2015
264,293087152,01 10 08:36,30000,Приморский,30000,0.65,1 месяц,несколько месяцев,32.3,2019
265,292666591,30 09 15:46,60000,Центральный,60000,0.5,1 месяц,от года,75,1965
266,293073593,29 08 20:52,65000,Адмиралтейский,65000,0.5,1 месяц,от года,46,1912
267,292974969,28 08 20:32,60000,Московский,60000,0.5,1 месяц,от года,77.1,2021
268,293070163,28 08 11:20,30000,Московский,30000,0.5,1 месяц,от года,22.1,2021
269,292716983,27 08 18:01,31000,Центральный,30000,0,1 месяц,несколько месяцев,17,2015
270,293079576,01 10 07:27,50000,Приморский,50000,0,6 месяцев,несколько месяцев,63,2008
271,244605739,29 08 22:17,65000,Адмиралтейский,65000,0,1 месяц,несколько месяцев,95,1874
272,293186017,30 09 23:46,42995,Московский,43000,0.4,1 месяц,от года,31,2016
273,292969602,30 09 14:23,60000,Выборгский,55000,0.7,,от года,41,2021
274,292798753,28 08 16:16,60000,Приморский,60000,1.0,1 месяц,от года,55,2013
275,291545860,01 10 09:32,45000,Центральный,55000,0.3,1 месяц,от года,28,2019
276,292539328,28 08 16:40,35000,Пушкинский,35000,0,2 месяца,от года,36.3,1975
277,292479470,28 08 17:13,20000,Петродворцовый,20000,0.5,1 месяц,от года,38,1979
278,289032674,29 08 15:54,40000,Приморский,40000,0,1 месяц,от года,62,2017
279,293182588,30 09 21:23,45000,Василеостровский,45000,0.5,1 месяц,несколько месяцев,32,
280,268065834,30 09 22:54,23000,Красносельский,10000,0,1 месяц,от года,33.6,2020
281,292807955,28 08 16:19,70000,Адмиралтейский,70000,0.5,1 месяц,от года,55,1856
282,292576988,25 08 16:50,35000,Выборгский,15000,0,1 месяц,несколько месяцев,24,2019
283,293045425,30 09 11:25,35000,Приморский,35000,0.5,1 месяц,от года,35,2022
284,292256289,29 08 00:01,15000,Красногвардейский,10000,0.5,1 месяц,от года,22,2023
285,291014094,29 08 14:56,130000,Петроградский,65000,0.5,1 месяц,несколько месяцев,72,1951
286,270405289,30 09 03:20,50000,Выборгский,50000,0,1 месяц,от года,45,2010
287,292211597,27 08 22:59,75000,Василеостровский,,0,1 месяц,от года,131,1917
288,292240916,28 08 21:30,65000,Центральный,50000,0,1 месяц,от года,75,1890
289,287997197,30 09 19:26,75000,Приморский,75000,0,1 месяц,несколько месяцев,47,2017
290,292626955,01 10 11:29,49000,Приморский,49000,0.5,1 месяц,от года,64,2002
291,293084840,29 08 22:19,90000,Центральный,90000,1.0,1 месяц,от года,68,2014
292,290675278,01 10 11:15,65000,Петроградский,65000,0.5,1 месяц,от года,57,1955
293,229182243,29 08 22:17,65000,Адмиралтейский,65000,0,1 месяц,несколько месяцев,95,1874
294,280545385,01 10 08:55,46000,Адмиралтейский,40000,0.4,1 месяц,несколько месяцев,48,2018
295,292238536,29 08 14:45,80000,Центральный,65000,0,1 месяц,от года,103,1833
296,293078388,28 08 13:14,89000,Петроградский,89000,0.5,1 месяц,несколько месяцев,57,2018
297,292771131,30 09 10:38,350000,Адмиралтейский,350000,1.0,1 месяц,от года,270,1880
298,293198422,01 10 08:54,60000,Московский,60000,0,1 месяц,от года,74,2008
299,292402804,28 08 14:11,38000,Приморский,,0.4,1 месяц,от года,39,2020
300,292238186,29 08 14:40,70000,Центральный,60000,0,1 месяц,от года,59,1880
301,292273314,20 08 19:07,23000,Выборгский,23000,0.5,1 месяц,от года,31,2021
302,290454937,29 08 14:17,43000,Выборгский,43000,0,1 месяц,от года,45,2021
303,292571927,29 08 18:41,45000,Центральный,25000,1.0,1 месяц,несколько месяцев,50,1871
304,292936347,25 08 19:35,35000,Приморский,35000,0.5,1 месяц,от года,34.3,2018
305,292766442,28 08 16:18,135000,Центральный,,0,1 месяц,от года,207,1904
306,292345465,30 09 14:39,55000,Петроградский,55000,0.7,,от года,48,1971
307,293130324,29 08 14:31,150000,Петроградский,150000,0.5,1 месяц,от года,148,2008
308,277808179,01 10 12:10,35000,Центральный,5000,0,1 месяц,несколько месяцев,21,1908
309,292579833,30 09 18:48,67000,Московский,80000,0,1 месяц,несколько месяцев,50,2014
310,253483780,01 10 08:53,38000,Приморский,10000,0,1 месяц,несколько месяцев,32,2020
311,266449440,30 09 18:16,68000,Красногвардейский,68000,0,1 месяц,от года,47,2019
312,293092905,29 08 14:09,70000,Василеостровский,70000,0,1 месяц,несколько месяцев,83,2004
313,273290051,27 08 17:04,33000,Московский,15000,0,1 месяц,от года,25,2016
314,292046465,29 08 15:21,290000,Петроградский,290000,0,1 месяц,от года,124,2008
315,234136561,27 08 17:04,33000,Московский,15000,0,1 месяц,несколько месяцев,25,2016
316,291553009,29 08 09:51,90000,Центральный,100000,0,1 месяц,несколько месяцев,87,
