,ID,Дата,Цена,Район,Залог,Комиссия,Предоплата,Срок аренды,Общая площадь,Год постройки
1294,290868516,29 08 14:21,50000,Центральный,50000,0.5,1 месяц,от года,70,2015
1295,292853859,28 08 16:21,43500,Московский,25000,0.5,1 месяц,от года,25,
1296,292753395,28 08 06:41,45000,Центральный,30000,0,1 месяц,несколько месяцев,35,1893
1297,293047488,28 08 04:59,50000,Красногвардейский,50000,0.5,1 месяц,от года,50,2016
1298,292502147,27 08 19:02,50000,Приморский,50000,0.5,1 месяц,от года,59.1,2005
1299,292950002,27 08 13:39,50000,Приморский,50000,0.5,1 месяц,от года,63,2010
1300,292205932,27 08 11:59,50000,Невский,50000,0.5,1 месяц,несколько месяцев,35,2021
1301,291599650,27 08 07:13,50000,Фрунзенский,58000,0.4,,от года,33,2020
1302,291792324,26 08 23:54,45000,Приморский,45000,0.7,1 месяц,от года,55,2020
1303,292606105,26 08 14:36,50000,Адмиралтейский,50000,0.5,1 месяц,от года,34,1917
1304,276285499,26 08 10:21,45000,Московский,45000,0.6,1 месяц,от года,96,2002
1305,292902370,24 08 17:54,50000,Василеостровский,50000,0.5,1 месяц,от года,35,2021
1306,292901700,24 08 17:54,50000,Приморский,50000,0.5,1 месяц,от года,43,2013
1307,270808179,24 08 10:49,40000,Василеостровский,50000,0.5,1 месяц,от года,38,2020
1308,292477942,21 08 17:33,45000,Фрунзенский,40000,0.5,1 месяц,от года,42.1,2008
1309,292675396,20 08 14:07,45000,Выборгский,56000,0.7,1 месяц,несколько месяцев,57.7,1974
1310,292372616,20 08 12:38,45000,Приморский,45000,0.5,1 месяц,от года,40,2022
1311,291839915,19 08 12:53,50000,Приморский,50000,0.6,1 месяц,от года,68,1981
1312,292680603,18 08 22:00,45000,Выборгский,45000,0.5,1 месяц,от года,60,1980
1313,292292402,7 08 21:57,50000,Невский,50000,0.5,1 месяц,несколько месяцев,35,2021
1314,292210495,5 08 23:21,50000,Невский,50000,0.5,1 месяц,несколько месяцев,36,2021
1315,293034402,01 10 11:25,45000,Адмиралтейский,45000,0.5,1 месяц,несколько месяцев,44,2015
1316,293202599,01 10 10:37,50000,Приморский,50000,0.5,1 месяц,от года,33,2020
1317,277510236,01 10 00:23,50000,Центральный,50000,1.0,1 месяц,от года,45,1900
1318,277493143,30 09 13:26,45000,Невский,45000,0.5,1 месяц,от года,65,2003
1319,265608359,30 09 13:13,45000,Петроградский,45000,0.6,1 месяц,от года,60,1960
1320,293126174,29 08 13:18,50000,Московский,15000,0,1 месяц,несколько месяцев,40,2021
1321,292781802,29 08 00:29,50000,Приморский,50000,0.6,1 месяц,от года,50,2014
1322,268771026,28 08 19:37,50000,Московский,50000,0.5,1 месяц,от года,40.8,2014
1323,292955164,28 08 00:07,50000,Василеостровский,50000,0.5,1 месяц,от года,61,2020
1324,293006422,27 08 00:50,50000,Приморский,25000,0.5,1 месяц,от года,37,2005
1325,292994565,26 08 17:50,50000,Центральный,50000,0.5,1 месяц,от года,28,2020
1326,287101616,25 08 11:16,50000,Василеостровский,50000,0.5,1 месяц,несколько месяцев,35,2020
1327,181318740,25 08 09:42,50000,Московский,50000,0,1 месяц,от года,53,1953
1328,292318184,21 08 17:49,45000,Центральный,45000,0.4,1 месяц,от года,44,1845
1329,289331729,6 08 13:21,50000,Курортный,50000,0.5,1 месяц,несколько месяцев,40,1973
1330,292954167,27 08 22:10,45000,Кировский,45000,0.5,1 месяц,от года,56,1962
1331,291738495,22 08 18:09,45000,Приморский,45000,0.5,1 месяц,от года,76,2004
1332,292373770,28 08 12:49,45000,Василеостровский,45000,0.5,1 месяц,от года,68,1998
1333,292581415,27 08 21:33,46000,Центральный,46000,0.5,1 месяц,от года,45,1910
1334,292417676,11 08 20:01,45000,Василеостровский,45000,0.45,1 месяц,несколько месяцев,36,2020
1335,273612070,10 08 17:38,45000,Выборгский,45000,0.4,1 месяц,от года,82,2011
1336,293175520,30 09 16:34,45000,Центральный,30000,0.5,1 месяц,несколько месяцев,40,1865
1337,277796117,30 09 13:48,47000,Московский,45000,0,1 месяц,несколько месяцев,35,2015
1338,292681799,21 08 18:25,45000,Центральный,45000,0.5,1 месяц,от года,44,2014
1339,292441758,26 08 20:33,48000,Приморский,48000,0.5,1 месяц,от года,55,1990
1340,292998964,01 10 00:02,45000,Василеостровский,45000,0.8,1 месяц,от года,60,1953
1341,293125918,29 08 19:42,45000,Выборгский,45000,0.5,1 месяц,от года,65,2008
1342,289686784,28 08 12:42,49000,Петроградский,50000,0.5,1 месяц,от года,35.7,1908
1343,292319283,8 08 14:54,52000,Невский,52000,0.5,1 месяц,несколько месяцев,34,2021
1344,280815860,26 08 13:21,45000,Василеостровский,22500,0.5,1 месяц,несколько месяцев,62.6,1969
1345,278558874,6 08 10:43,47000,Калининский,40000,0,1 месяц,несколько месяцев,47,1972
1346,293205805,01 10 12:20,50000,Невский,50000,0.5,1 месяц,от года,65,
1347,292868923,30 09 18:18,50000,Московский,50000,0.5,1 месяц,от года,36,2014
1348,292670602,30 09 18:03,50000,Московский,50000,1.0,1 месяц,от года,45,2017
1349,292670606,30 09 18:03,50000,Московский,50000,1.0,1 месяц,от года,45,2019
1350,279220415,30 09 14:01,50000,Петроградский,50000,0.6,1 месяц,от года,45,2014
1351,292593997,29 08 15:45,45000,Фрунзенский,45000,0.7,1 месяц,от года,65.1,1975
1352,293026817,28 08 16:19,50000,Выборгский,50000,0.5,1 месяц,от года,28,2018
1353,245210239,14 08 13:55,49999,Фрунзенский,10000,0,1 месяц,несколько месяцев,40,2016
1354,245209769,14 08 13:53,49999,Фрунзенский,10000,0,1 месяц,несколько месяцев,40,2017
1355,292802962,01 10 11:56,53000,Приморский,53000,0.5,1 месяц,от года,53,2006
1356,292001313,26 08 09:44,48000,Центральный,48000,0,1 месяц,от года,50,1912
1357,293176236,30 09 17:12,49000,Центральный,49000,0.5,1 месяц,несколько месяцев,50,1877
1358,275282880,29 08 22:50,50000,Московский,50000,0.6,1 месяц,от года,46,2014
1359,293103302,28 08 23:19,50000,Выборгский,50000,1.0,1 месяц,от года,57,1957
1360,292925926,28 08 16:36,50000,Московский,50000,0.5,1 месяц,от года,60,2021
1361,284696521,25 08 17:21,50000,Петроградский,50000,0.6,1 месяц,от года,36,2015
1362,290278232,25 08 14:06,50000,Красногвардейский,45000,0.5,1 месяц,от года,51,1958
1363,292658757,25 08 16:43,50000,Петроградский,50000,0.1,1 месяц,несколько месяцев,27,
1364,293181083,01 10 11:25,50000,Московский,50000,1.0,1 месяц,от года,65,2015
1365,293033357,30 09 03:21,50000,Курортный,50000,1.0,1 месяц,от года,70,2010
1366,284420065,30 09 21:23,55000,Центральный,55000,0.5,1 месяц,от года,100,1917
1367,293001654,30 09 17:32,50000,Московский,50000,0.5,1 месяц,несколько месяцев,39.5,2003
1368,293065246,30 09 14:00,50000,Петроградский,50000,0.3,1 месяц,несколько месяцев,54,1902
1369,287025380,29 08 21:08,55000,Петроградский,55000,0.5,1 месяц,от года,48,1971
1370,247815000,29 08 17:24,50000,Кировский,50000,0.7,1 месяц,от года,70,2010
1371,291692552,29 08 17:20,55000,Выборгский,50000,0.5,,от года,84,2011
1372,293118036,29 08 16:55,50000,Адмиралтейский,50000,1.0,,от года,60,1861
1373,292994262,29 08 16:55,50000,Невский,50000,1.0,,от года,54,2014
1374,292969709,29 08 16:54,45000,Невский,45000,0.5,1 месяц,от года,55,2019
1375,292969642,29 08 16:54,50000,Центральный,55000,1.0,,от года,52.3,2014
1376,292373060,29 08 16:52,55000,Приморский,,1.0,,от года,45.5,2020
1377,293125215,29 08 13:02,55000,Приморский,55000,0.5,1 месяц,от года,70,2008
1378,293110167,29 08 07:45,55000,Московский,55000,0.5,1 месяц,от года,57,1952
1379,292756372,28 08 16:34,50000,Адмиралтейский,50000,0.5,1 месяц,от года,60,1917
1380,292853856,28 08 16:18,48500,Московский,27500,0.5,1 месяц,от года,28,
1381,292271505,28 08 16:15,55000,Адмиралтейский,55000,0.7,1 месяц,несколько месяцев,47,2022
1382,293028230,28 08 14:17,55000,Выборгский,55000,0,1 месяц,от года,36.5,2022
1383,292419157,28 08 14:04,50000,Московский,30000,0,1 месяц,несколько месяцев,30,
1384,291243431,27 08 23:04,50000,Центральный,50000,0.3,1 месяц,от года,59,1871
1385,292907759,01 10 12:41,50000,Московский,50000,0.5,1 месяц,от года,56,2018
1386,292758956,26 08 16:49,55000,Приморский,55000,0.4,1 месяц,от года,51.8,1998
1387,291989462,26 08 11:52,55000,Адмиралтейский,55000,0,1 месяц,от года,70,1902
1388,292885986,24 08 01:06,55000,Центральный,55000,1.0,1 месяц,от года,49,1850
1389,292211429,13 08 22:58,55000,Московский,55000,0.5,1 месяц,несколько месяцев,38,2021
1390,261405969,8 08 17:34,50000,Выборгский,50000,0.5,1 месяц,от года,62,2012
1391,293173946,01 10 11:44,55000,Василеостровский,55000,0.6,1 месяц,от года,75,2006
1392,233964635,01 10 11:22,55000,Кировский,55000,0.5,1 месяц,от года,102,2007
1393,293162436,30 09 08:51,55000,Петроградский,55000,1.0,1 месяц,от года,47,2020
1394,278788232,29 08 10:39,55000,Центральный,30000,0,1 месяц,несколько месяцев,54,1839
1395,240870790,28 08 17:11,55000,Адмиралтейский,55000,0.6,1 месяц,от года,53,2019
1396,292101722,27 08 12:07,55000,Центральный,55000,0.5,1 месяц,от года,60,
1397,293024171,27 08 11:43,50000,Пушкинский,25000,0.5,1 месяц,от года,81,1984
1398,292961845,26 08 08:03,50000,Центральный,50000,0,1 месяц,от года,67.4,1856
1399,262850707,20 08 11:21,49900,Пушкинский,45000,0,1 месяц,от года,64,1961
1400,293128366,29 08 14:10,50000,Приморский,50000,0.5,,от года,27,
1401,293019679,28 08 17:22,50000,Кировский,50000,0.5,1 месяц,от года,80,1951
1402,293037814,28 08 16:16,50000,Приморский,50000,0.5,1 месяц,от года,63,2008
1403,291926072,28 08 13:12,52000,Фрунзенский,52000,0.7,1 месяц,от года,34,2022
1404,292174390,30 09 11:02,50000,Выборгский,50000,1.0,1 месяц,от года,72,1979
1405,292089622,28 08 16:30,50000,Фрунзенский,50000,0.6,1 месяц,от года,76.4,2004
1406,169265579,28 08 12:25,48000,Московский,50000,0.5,1 месяц,несколько месяцев,50,1963
1407,292500676,28 08 10:36,57000,Фрунзенский,58000,0,1 месяц,несколько месяцев,90,2008
1408,293025366,30 09 20:22,58000,Центральный,58000,0.5,1 месяц,от года,56,1864
1409,293155144,30 09 00:24,50000,Невский,50000,0.5,1 месяц,от года,75,1972
1410,292795008,29 08 14:23,50000,Выборгский,25000,0.5,1 месяц,от года,39,
1411,292293669,28 08 16:23,55000,Адмиралтейский,55000,0.5,1 месяц,от года,20,1905
1412,292293666,28 08 16:22,55000,Адмиралтейский,55000,0.5,1 месяц,от года,20,1905
1413,292550036,21 08 16:37,54000,Приморский,54000,0.5,1 месяц,от года,35,2021
1414,243316670,29 08 06:37,52000,Центральный,52000,0.5,1 месяц,от года,30,2019
1415,279702667,,55000,,55000,0.5,1 месяц,от года,100,1881
1416,278588797,25 08 22:59,55000,Московский,50000,0,1 месяц,несколько месяцев,40,2006
1417,292922978,01 10 09:49,60000,Центральный,67000,0.4,1 месяц,от года,55,
1418,269902765,01 10 08:18,60000,Петроградский,20000,0.5,1 месяц,несколько месяцев,50,2009
1419,292953858,30 09 10:39,55000,Адмиралтейский,55000,0.5,1 месяц,от года,70,1828
1420,293046091,29 08 20:32,60000,Московский,60000,0.5,1 месяц,от года,40,2019
1421,288335026,29 08 20:26,60000,Адмиралтейский,60000,0.5,1 месяц,от года,80,1828
1422,290237807,29 08 19:58,60000,Василеостровский,60000,0.5,1 месяц,от года,43,2018
1423,291653726,29 08 19:58,60000,Центральный,60000,0.5,1 месяц,от года,60,1863
1424,292283253,29 08 17:01,60000,Московский,,1.0,,от года,42,2020
1425,292969724,29 08 16:54,60000,Приморский,60000,0.5,,от года,60,2021
1426,292244970,29 08 16:51,60000,Приморский,60000,1.0,,от года,35,2020
1427,292012596,29 08 16:51,60000,Василеостровский,60000,0.6,,от года,82,2020
1428,292195845,29 08 16:50,60000,Центральный,60000,0.7,,от года,75,2004
1429,293130547,29 08 15:00,60000,Московский,30000,0.5,1 месяц,от года,45,1959
1430,292679795,29 08 14:21,55000,Калининский,55000,0.5,1 месяц,от года,85,2011
1431,293100006,28 08 21:35,60000,Центральный,60000,1.0,1 месяц,от года,50,2005
1432,292161890,28 08 20:17,60000,Пушкинский,35000,1.0,1 месяц,от года,80,
1433,291528931,27 08 17:56,50000,Центральный,30000,0.5,1 месяц,от года,40,1792
1434,293033763,27 08 15:02,60000,Калининский,60000,0.5,1 месяц,от года,61.1,2018
1435,292989105,27 08 10:44,60000,Адмиралтейский,60000,0,1 месяц,несколько месяцев,35,1875
1436,282117954,25 08 17:43,60000,Центральный,60000,0.5,1 месяц,несколько месяцев,50,1873
1437,278970875,21 08 11:15,50000,Василеостровский,60000,0.5,1 месяц,от года,30,
1438,262648083,18 08 21:17,55000,Приморский,50000,0.5,1 месяц,от года,98,2008
1439,291402421,18 08 18:36,60000,Московский,60000,1.0,1 месяц,от года,40.1,
1440,292000105,30 09 17:34,55000,Приморский,60000,0,1 месяц,от года,110,1998
1441,292872529,30 09 13:11,50000,Калининский,50000,0.5,1 месяц,от года,100,1998
1442,291685059,30 09 10:54,60000,Приморский,60000,1.0,1 месяц,от года,75,2015
1443,264250415,29 08 10:39,60000,Центральный,30000,0,1 месяц,несколько месяцев,74,1890
1444,291774759,27 08 14:33,55000,Центральный,60000,0.5,1 месяц,несколько месяцев,27,2020
1445,292972030,26 08 21:32,60000,Петроградский,60000,0.5,1 месяц,от года,65.8,1874
1446,278776818,26 08 11:18,60000,Центральный,60000,0,1 месяц,от года,86,1876
1447,291316802,15 08 22:45,56000,Невский,56000,0,1 месяц,несколько месяцев,45,2014
1448,292729317,01 10 13:37,61000,Петроградский,61000,0.1,1 месяц,от года,50,
1449,293155706,30 09 00:52,55000,Приморский,55000,0.5,1 месяц,от года,75,2008
1450,281683762,28 08 17:26,55000,Московский,55000,0.5,1 месяц,от года,94,2019
1451,195981911,21 08 13:11,55000,Приморский,55000,0.5,1 месяц,от года,70,2006
1452,292322064,19 08 13:38,55000,Кировский,55000,0.5,1 месяц,от года,88.1,2021
1453,231835814,17 08 20:24,55000,Приморский,55000,0.6,1 месяц,от года,56,2004
1454,290194740,30 09 11:15,56000,Московский,10000,0,1 месяц,несколько месяцев,47,2020
1455,291886030,26 08 11:00,55000,Московский,55000,0.5,1 месяц,от года,80,1958
1456,292920871,28 08 17:26,57000,Адмиралтейский,57000,0.5,1 месяц,от года,43,2020
1457,292899818,01 10 12:03,55000,Центральный,20000,0,1 месяц,несколько месяцев,41,1897
1458,293063572,28 08 09:17,55000,Центральный,45000,0,1 месяц,несколько месяцев,70,1826
1459,293022134,27 08 10:55,55000,Выборгский,55000,0.5,1 месяц,от года,85,2004
1460,291487879,25 08 12:19,57000,Калининский,60000,0.5,1 месяц,от года,58,2012
1461,292758487,29 08 21:11,55000,Приморский,55000,0.7,1 месяц,от года,85,2016
1462,292247266,30 09 18:05,57000,Калининский,57000,0.5,1 месяц,от года,91,2012
1463,292749118,29 08 22:36,55000,Центральный,15000,0.3,1 месяц,несколько месяцев,70,1878
1464,292501604,29 08 16:52,63000,Василеостровский,65000,0.7,,от года,55,1979
1465,293125563,29 08 13:16,60000,Центральный,60000,0.6,1 месяц,от года,50,1903
1466,292400779,25 08 15:19,58000,Василеостровский,58000,0.7,1 месяц,от года,74.7,2016
1467,264463054,01 10 11:41,60000,Адмиралтейский,45000,0,1 месяц,несколько месяцев,48,1853
1468,291311872,01 10 11:02,59000,Выборгский,59000,0,1 месяц,несколько месяцев,50,2012
1469,291499716,30 09 21:23,60000,Адмиралтейский,60000,1.0,1 месяц,от года,46.1,
1470,292632772,01 10 11:28,60000,Фрунзенский,30000,0.5,1 месяц,несколько месяцев,51,2022
1471,292481663,28 08 12:49,60000,Центральный,60000,0.5,1 месяц,несколько месяцев,105,1932
1472,292231522,,64999,,64999,0.7,1 месяц,несколько месяцев,43,1889
1473,292397123,30 09 20:21,65000,Центральный,65000,0.5,1 месяц,несколько месяцев,75,1911
1474,291553025,30 09 18:03,60000,Центральный,60000,0.5,1 месяц,от года,63,1832
1475,292274503,30 09 15:58,60000,Центральный,50000,0,1 месяц,от года,60,1846
1476,292195850,30 09 15:06,65000,Василеостровский,65000,0.7,,от года,55,1958
1477,292106296,30 09 14:40,60000,Московский,60000,0.5,1 месяц,от года,55,2015
1478,291807450,30 09 10:44,60000,Центральный,60000,1.0,1 месяц,от года,70,1878
1479,292982903,29 08 17:01,65000,Петроградский,65000,0.7,,от года,47,2015
1480,292969538,29 08 16:53,65000,Василеостровский,50000,0.5,,от года,55,1971
1481,292347996,29 08 16:52,65000,Московский,65000,0.5,,от года,100,2010
1482,291785830,29 08 16:51,65000,Приморский,,0.5,,от года,70,2001
1483,293053323,28 08 21:20,65000,Московский,65000,1.0,1 месяц,от года,90,2004
1484,292986455,28 08 21:18,65000,Московский,65000,1.0,1 месяц,от года,90,2004
1485,292055926,28 08 16:25,60000,Московский,60000,0.5,1 месяц,от года,50,1968
1486,293038058,27 08 17:12,65000,Приморский,65000,0.5,1 месяц,от года,46,2021
1487,292937588,25 08 21:52,65000,Московский,1,0.5,1 месяц,от года,120,2005
1488,292423246,25 08 19:12,65000,Василеостровский,65000,0,1 месяц,от года,70,1917
1489,216804340,25 08 17:44,65000,Центральный,65000,0.5,1 месяц,от года,70,2014
1490,286689712,21 08 18:03,60000,Красносельский,60000,0.5,1 месяц,от года,54.5,2016
1491,228438838,19 08 17:06,60000,Центральный,60000,0,1 месяц,несколько месяцев,55,1852
1492,157831561,19 08 11:12,60000,Центральный,70000,0.5,1 месяц,от года,75,1859
1493,216448964,16 08 16:20,65000,Московский,65000,0.5,1 месяц,от года,100,1939
1494,291494294,12 08 11:09,60000,Петроградский,30000,1.0,,от года,79,1900
1495,273766976,01 10 11:22,65000,Приморский,65000,1.0,1 месяц,от года,65,2021
1496,262100622,29 08 22:55,50000,Петроградский,50000,0,1 месяц,от года,71,1999
1497,263215411,26 08 14:38,55000,Петроградский,55000,0.5,1 месяц,от года,70,2003
1498,188180921,25 08 15:22,55000,Фрунзенский,55000,0,1 месяц,от года,60.4,2016
1499,270247096,28 08 19:31,55000,Московский,52000,0,1 месяц,от года,64,2014
1500,278302370,28 08 09:16,70000,Петроградский,70000,0,1 месяц,от года,60,2014
1501,240870790,28 08 17:11,55000,Адмиралтейский,55000,0.6,1 месяц,от года,53,2019
1502,291969101,,,,0,0,,,,
1503,248836983,13 08 22:54,55000,Центральный,58000,0,1 месяц,от года,50,1913
1504,292501604,29 08 16:52,63000,Василеостровский,65000,0.7,,от года,55,1979
